seed_id,pmid,target_family,status,reason,discovery_cohort,replication_cohort,matched_outcome_examples,missing_covariates,rejected_pair_reasons
pmid34280835_adhd_smn-fc_01,34280835,adhd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid34280835_adhd_smn-mirroroverflow_02,34280835,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid38038867_1,38038867,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid38038867_2,38038867,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid38038867_3,38038867,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid30784139_seed1,30784139,adhd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid30784139_seed2,30784139,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid30784139_seed3,30784139,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39536524_adhd_taskfc_casecontrol,39536524,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39536524_wmfc_cpt_accuracy,39536524,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39536524_wmtraining_connectivity,39536524,adhd,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid34937602_prefrontal_fc_behavioral_regulation,34937602,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid34937602_visual_reward_fc_behavioral_regulation,34937602,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid34937602_frontostriatal_reward_fc_behavioral_regulation,34937602,adhd,requires_new_feature_adapter,"cerebellar, thalamic, subcortical, or midbrain outcomes are not represented by the local FC network columns.",,,,,
pmid31265198_gmv_adhd_vs_tdc,31265198,adhd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid31265198_fc_adhd_vs_tdc,31265198,adhd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid39947841_adhd_taskfmri_hypoactivation_fpn_striatum,39947841,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39947841_adhd_taskfmri_hyperactivation_occipital_declive,39947841,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39947841_adhd_stimulantnaive_rightcerebrum_hypoactivation,39947841,adhd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid35338900_age_fcsc,35338900,adhd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,ADHD diagnosis;head motion handling;striatal subregion,
pmid35338900_boysadhd_limbicdmn,35338900,adhd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,ADHD diagnosis;head motion handling;striatal subregion,
pmid35338900_inattention_motordmn,35338900,adhd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABCD_DISC,ADHD200_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid39412777_asd_smri_maturation_sensorimotor,39412777,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39412777_asd_smri_maturation_clinical,39412777,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39412777_asd_smri_maturation_transcriptomic,39412777,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39261969_asd_cd_01,39261969,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39261969_asd_transmodal_cd_02,39261969,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39261969_iq_cd_03,39261969,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid36527995_asd_taskbold_activation,36527995,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid36527995_asd_dcm_bottomup,36527995,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid36527995_aq_cuneus_precuneus,36527995,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid37121277_reho_cluster1_vs_td,37121277,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid37121277_vmhc_cluster1_vs_td,37121277,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid37121277_mccfc_cluster2_vs_td,37121277,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid31446358_asd_fc_socialmotivation_group,31446358,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid31446358_asd_fc_svm_classification,31446358,asd,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid39800205_asd_aofc_amygdalahyperconnectivity,39800205,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid39800205_asd_aofc_amygdalavolume,39800205,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39800205_asd_amygdalanetworkclinical,39800205,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid42141307_asd_fmri_fc_casecontrol_mixed,42141307,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid42141307_asd_fmri_fc_hypo_hyper_subtypes,42141307,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid42141307_asd_fmri_fc_subtype_network_architecture,42141307,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid32472088_01,32472088,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid32472088_02,32472088,asd,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid32472088_03,32472088,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
34264028-1,34264028,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,head motion,
34264028-2,34264028,asd,requires_new_feature_adapter,Symptom-severity predictors are not available in the local benchmark columns.,,,,,
pmid38340881_asd_structural_asymmetry_1,38340881,asd,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid38340881_asd_network_efficiency_2,38340881,asd,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid38340881_asd_symptom_prediction_3,38340881,asd,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid15666334_asd_erp_attention,15666334,asd,requires_new_feature_adapter,EEG/MEG outcomes are outside the local neuroimaging derivative tables.,,,,,
pmid40468437_asd_smri_subgroups_morphometrics,40468437,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid40468437_asd_adhd_transdiagnostic_smri,40468437,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid40468437_asd_method_feature_subgroups,40468437,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
